intro_resp.keys,intro_resp.rt,EmbInstruct_cont.keys,EmbInstruct_cont.rt,embResp.keys,embResp.corr,embResp.rt,Emb_practice.thisRepN,Emb_practice.thisTrialN,Emb_practice.thisN,Emb_practice.thisIndex,Emb_practice.ran,condition,Word,Cresp,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,key_resp_2.keys,Embody.thisRepN,Embody.thisTrialN,Embody.thisN,Embody.thisIndex,Embody.ran,item_nr,match_null,Socialness,Dom_PoS_SUBTLEX,Percentage_dom_PoS,AoA_Rating,Concreteness,Valence,LgSUBTLWF,Length,key_resp_2.rt,task_cont.keys,task_cont.rt
,,,,k,1,1.1965,,,,,,A1_B1,metaphor,k,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,66,66,244,1,3,A2_B1,2.652173913,Noun,1,11.59,1.94,6.11,2.299,8,,,
,,,,k,1,0.6362,,,,,,A1_B1,compound,k,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,67,67,152,1,47,A2_B1,2.65,Noun,0.91,11.26,3.03,5.62,2.559,8,,,
,,,,,1,,,,,,,A2_B2,implore,,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,68,68,159,1,49,A2_B2,5,Verb,1,12.44,1.61,4.47,1.732,7,,,
,,,,k,1,1.0221,,,,,,A1_B1,fraction,k,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,69,69,88,1,28,A2_B2,1.916666667,Noun,1,10.06,3.1,5.21,2.021,8,,,
,,,,,1,,,,,,,A1_B2,dissolve,,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,70,70,5,1,2,A2_B1,2.208333333,Verb,1,9.2,3.15,5.43,1.982,8,,,
,,,,k,1,0.7136,,,,,,A1_B1,medley,k,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,71,71,192,1,60,A2_B1,2.863636364,Noun,0.97,10,2.93,6.6,1.518,6,,,
,,,,k,1,0.5978,,,,,,A1_B1,nightfall,k,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,72,72,252,1,5,A2_B1,1.708333333,Noun,1,8.17,3.79,6.63,2.075,9,,,
,,,,,1,,,,,,,A1_B2,classify,,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,73,73,69,1,22,A2_B2,2.8,Verb,1,9.65,2.41,5.6,1.518,8,,,
,,,,k,1,0.6495,,,,,,A2_B1,hometown,k,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,74,74,254,1,5,A2_B1,5.958333333,Noun,0.99,7.22,3.33,6.8,2.301,8,,,
,,,,k,1,0.8156,,,,,,A2_B1,mutiny,k,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,75,75,234,1,71,A1_B1,5.526315789,Noun,1,10.59,2.24,4.2,2.104,6,,,
,,,,k,1,0.9289,,,,,,A2_B1,artistry,k,R_z6dwCbGgm0VrUml,MainNoun,2022-09-21_12h54.48.858,SCT,2021.2.3,Win32,59.61607249,,,,0,76,76,50,1,17,A2_B1,5.181818182,Noun,1,10.58,2,6.91,1.398,8,,,
